DATAFLOW,LAST UPDATE,freq,accomunit,terrtypo,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK,2020,4776,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK,2021,4656,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK,2022,4656,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK,2023,4644,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK1,2018,1027,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK1,2019,1009,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK1,2020,1005,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK1,2021,962,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK1,2022,962,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK1,2023,965,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK2,2018,3822,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK2,2019,3789,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK2,2020,3771,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK2,2021,3694,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK2,2022,3694,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRK2,2023,3679,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL,2018,3369,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL,2019,3398,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL,2020,3370,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL,2021,3270,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL,2022,3270,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL,2023,3268,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL0,2018,3369,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL0,2019,3398,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL0,2020,3370,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL0,2021,3270,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL0,2022,3270,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRL0,2023,3268,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM,2018,837,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM,2019,889,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM,2020,892,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM,2021,884,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM,2022,884,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM,2023,899,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM0,2018,837,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM0,2019,889,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM0,2020,892,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM0,2021,884,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM0,2022,884,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRM0,2023,899,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY,2018,254,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY,2019,240,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY,2020,241,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY,2021,253,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY,2022,253,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY,2023,285,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY1,2018,49,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY1,2019,45,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY1,2020,45,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY1,2021,55,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY1,2022,55,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY1,2023,63,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY2,2018,49,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY2,2019,46,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY2,2020,44,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY2,2021,46,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY2,2022,46,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY2,2023,58,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY3,2018,29,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY3,2019,29,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY3,2020,29,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY3,2021,32,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY3,2022,32,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY3,2023,36,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY4,2018,116,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY4,2019,109,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY4,2020,112,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY4,2021,110,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY4,2022,110,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY4,2023,117,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY5,2018,11,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY5,2019,11,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY5,2020,11,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY5,2021,10,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY5,2022,10,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,FRY5,2023,11,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2014,67724,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2015,73439,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2016,83233,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2017,98341,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2018,108212,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2019,113761,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2020,99270,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2021,103315,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR,2022,110493,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2014,67724,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2015,73439,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2016,83233,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2017,98341,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2018,108212,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2019,113761,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2020,99270,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2021,103315,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR0,2022,110493,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR02,2018,1501,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR02,2019,1759,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR02,2020,1673,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR02,2021,1731,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR02,2022,2020,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2014,66303,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2015,71690,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2016,81088,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2017,94653,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2018,103677,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2019,108614,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2020,94566,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2021,98918,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR03,2022,105271,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR05,2018,2394,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR05,2019,2607,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR05,2020,2209,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR05,2021,1752,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR05,2022,2105,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR06,2018,640,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR06,2019,781,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR06,2020,822,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR06,2021,914,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HR06,2022,1097,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU,2014,4176,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU,2015,4356,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU,2016,4436,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU,2017,4457,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU,2018,4587,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU,2019,4444,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU,2021,3793,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU,2022,4023,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU1,2014,539,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU1,2015,571,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU1,2016,591,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU1,2017,601,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU1,2018,623,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU1,2019,619,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU1,2021,469,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU1,2022,592,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU11,2015,342,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU11,2016,359,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU11,2018,375,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU11,2019,379,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU11,2021,274,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU11,2022,349,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU12,2015,229,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU12,2016,232,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU12,2018,248,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU12,2019,240,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU12,2021,195,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU12,2022,243,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU2,2014,2036,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU2,2015,2094,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU2,2016,2104,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU2,2017,2124,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU2,2018,2205,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU2,2019,2135,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU2,2021,1832,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU2,2022,1928,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU21,2014,609,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU21,2015,610,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU21,2016,625,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU21,2017,651,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU21,2018,685,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU21,2019,692,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU21,2021,590,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU21,2022,612,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU22,2014,659,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU22,2015,703,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU22,2016,700,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU22,2017,699,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU22,2018,740,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU22,2019,692,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU22,2021,595,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU22,2022,642,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU23,2014,768,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU23,2015,781,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU23,2016,779,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU23,2017,774,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU23,2018,780,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU23,2019,751,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU23,2021,647,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU23,2022,674,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU3,2014,1601,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU3,2015,1691,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU3,2016,1742,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU3,2017,1732,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU3,2018,1759,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU3,2019,1689,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU3,2021,1492,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU3,2022,1503,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU31,2014,631,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU31,2015,676,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU31,2016,704,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU31,2017,701,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,HU31,2018,716,
